fname,label
201201250629_23,H
201201250629_18,D
201201260714_25,H
201201260714_23,A
201201260714_22,H
201201270920_26,C
201201270920_22,H
201201280635_26,H
201201280635_22,H
201201280635_28,C
201201290638_27,H
201201290638_26,H
201201290638_22,H
201201290638_29,D
201201300634_22,D
201201300634_28,D
201201300634_27,H
201201300634_26,B
201201310636_27,H
201201310636_28,D
201201310636_26,D
201201310636_22,H
201202010638_31,B
201202010638_27,C
201202010638_26,B
201202010638_28,D
201202020813_28,D
201202020813_26,D
201202020813_27,H
201202030916_28,D
201202030916_27,C
201202040630_28,D
201202040630_27,C
201202050630_32,C
201202050630_28,H
201202050630_27,H
201202060612_34,B
201202060612_33,D
201202070622_34,B
201202080630_34,C
201202090653_35,D
201202100607_35,D
201202110604_35,E
201202110604_36,B
201202110604_37,A
201202120600_35,E
201202120600_36,B
201202130614_35,E
201202130614_37,D
201202140615_37,B
201202140615_38,D
201202140615_35,E
201202140615_36,A
201202151037_35,E
201202151037_39,H
201202151037_40,A
201202151037_38,D
201202170615_39,H
201202170615_37,C
201202170615_38,H
201202180740_38,H
201202180740_39,H
201202180740_37,B
201202200617_39,H
201202200617_41,H
201202200617_44,D
201202200617_38,H
201202200617_42,A
201202200617_43,A
201202210607_39,H
201202210607_38,H
201202210607_41,D
201202210607_44,D
201202220635_44,D
201202220635_39,C
201202230654_41,H
201202230654_44,D
201202240730_47,A
201202240730_46,B
201202240730_41,A
201202240730_44,D
201202250743_46,B
201202250743_45,H
201202260530_48,H
201202260530_45,H
201202270632_48,H
201202270632_45,H
201202270632_49,H
201202280800_45,H
201202280800_50,D
201202280800_49,A
201202290917_45,H
201202290917_50,H
201203010628_45,H
201203010628_51,B
201203020803_45,H
201203020803_51,C
201203030538_52,A
201203030538_45,H
201203030538_51,C
201203040651_55,C
201203040651_52,B
201203040651_51,D
201203040651_53,D
201203040651_45,H
201203050605_57,D
201203050605_58,D
201203050605_53,D
201203050605_54,E
201203050605_56,B
201203060518_57,D
201203060518_54,C
201203060518_53,D
201203060518_58,D
201203070519_58,D
201203070519_57,B
201203070519_53,D
201203070519_54,C
201203081010_53,D
201203081010_54,E
201203081010_58,D
201203090556_54,E
201203090556_53,D
201203090556_58,D
201203100805_60,A
201203100805_54,E
201203100805_58,D
201203100805_53,D
201203110722_59,D
201203110722_53,H
201203110722_54,E
201203110722_58,D
201203120547_59,D
201203120547_63,B
201203120547_64,B
201203120547_61,D
201203120547_54,E
201203130733_61,E
201203130733_59,D
201203130733_54,E
201203130733_62,D
201203130733_64,A
201203140615_62,D
201203140615_64,A
201203140615_59,E
201203140615_61,H
201203160640_62,D
201203160640_61,C
201203160640_59,E
201203160640_64,D
201203170547_66,A
201203170547_59,E
201203170547_61,C
201203170547_62,C
201203170547_64,D
201203180657_62,H
201203180657_67,A
201203180657_65,B
201203180657_64,D
201203180657_61,D
201203190634_64,D
201203190634_61,D
201203190634_69,H
201203190634_62,D
201203200557_61,D
201203200557_70,H
201203200557_62,D
201203210518_70,C
201203210518_72,A
201203210518_62,H
201203230612_75,A
201203230612_70,C
201203230612_71,H
201203230612_74,C
201203230612_73,C
201203240458_73,B
201203240458_70,A
201203240458_76,H
201203240458_78,B
201203240458_74,D
201203240458_75,B
201203240458_71,C
201203260529_76,A
201203260529_78,A
201203260529_75,D
201203260529_74,D
201203260529_71,H
201203260529_79,F
201203270628_76,B
201203270628_79,F
201203270628_71,H
201203270628_78,C
201203270628_75,D
201203280616_71,D
201203280616_78,B
201203280616_76,B
201203280616_75,D
201203290504_75,D
201203290504_81,C
201203290504_76,C
201203290504_71,C
201203290504_80,C
201203300533_71,A
201203300533_75,D
201203300533_82,H
201203300533_80,D
201203300533_76,B
201203300533_81,D
201203310724_79,H
201203310724_83,C
201203310724_80,B
201203310724_76,C
201203310724_81,H
201204010525_81,D
201204010525_83,D
201204010525_79,H
201204020455_85,B
201204020455_79,C
201204020455_83,D
201204030452_79,H
201204030452_86,D
201204030452_83,D
201204030452_85,C
201204040435_86,D
201204040435_84,A
201204040435_83,E
201204040435_85,A
201204050435_83,E
201204050435_86,C
201204060435_83,E
201204060435_86,C
201204070505_86,B
201204070505_83,E
201204080503_86,B
201204090406_86,B
201204100728_86,A
201204110415_89,D
201204120654_90,H
201204120654_88,C
201204120654_91,H
201204120654_89,D
201204130426_89,D
201204130426_88,H
201204130426_92,D
201204140433_89,D
201204140433_92,H
201204150409_92,C
201204150409_93,A
201204150409_88,H
201204150409_89,E
201204160629_94,D
201204160629_96,A
201204160629_92,A
201204160629_89,E
201204180344_97,B
201204180344_93,D
201204180344_99,C
201204180344_96,D
201204180344_98,D
201204180344_95,E
201204190553_101,A
201204190553_98,D
201204190553_95,E
201204190553_93,D
201204190553_100,H
201204190553_96,D
201204190553_102,A
201204210355_105,A
201204210355_96,E
201204210355_93,E
201204210355_104,D
201204210355_100,A
201204210355_103,H
201204210355_95,E
201204220628_103,C
201204220628_104,D
201204220628_93,E
201204220628_105,D
201204220628_96,E
201204230700_96,E
201204230700_95,E
201204230700_103,H
201204230700_105,C
201204230700_104,D
201204240357_106,D
201204240357_105,C
201204240357_95,E
201204240357_103,H
201204240357_96,E
201204240357_104,D
201204250404_105,C
201204250404_95,E
201204250404_106,D
201204250404_104,C
201204260346_105,C
201204260346_108,C
201204260346_106,D
201204260346_109,D
201204260346_104,H
201204260346_107,H
201204270338_109,D
201204270338_105,D
201204270338_106,E
201204270338_104,D
201204270338_108,D
201204270338_107,H
201204280339_104,D
201204290339_106,D
201204290339_114,B
201204290339_112,D
201204290339_107,D
201204290339_108,C
201204290339_105,D
201204300335_108,H
201204300335_112,B
201204300335_113,E
201204300335_115,D
201204300335_107,F
201205010831_108,B
201205010831_116,C
201205010831_107,E
201205010831_113,E
201205010831_115,D
201205020327_107,E
201205020327_108,B
201205020327_113,E
201205020327_116,D
201205020327_115,E
201205030329_116,C
201205030329_113,D
201205030329_107,F
201205030329_112,C
201205030329_115,E
201205040441_117,H
201205040441_112,D
201205040441_113,H
201205040441_107,D
201205050344_112,D
201205050344_113,C
201205050344_117,H
201205050344_118,H
201205060331_117,H
201205060331_113,C
201205060331_112,C
201205060331_118,H
201205080516_117,H
201205080516_113,D
201205080516_120,F
201205080516_112,B
201205090348_122,H
201205100346_121,H
201205100346_125,A
201205100346_124,A
201205110338_123,H
201205110338_121,H
201205121119_123,H
201205121119_121,C
201205130450_128,H
201205130450_121,H
201205130450_131,B
201205130450_123,H
201205140331_128,H
201205140331_121,H
201205140331_129,D
201205140331_130,H
201205140331_123,H
201205140331_132,B
201205150507_121,H
201205150507_128,H
201205150507_129,D
201205150507_130,H
201205150507_123,H
201205150507_132,D
201205160345_123,H
201205160345_133,D
201205160345_128,C
201205160345_129,D
201205160345_121,H
201205160345_132,A
201205160345_130,H
201205170344_133,D
201205170344_128,H
201205170344_138,A
201205170344_129,D
201205170344_121,H
201205170344_130,A
201205170344_136,B
201205170344_123,H
201205180318_133,D
201205180318_121,H
201205180318_128,C
201205180318_135,A
201205180318_129,D
201205180318_123,H
201205180318_136,B
201205190333_133,E
201205190333_129,D
201205190333_123,H
201205190333_121,A
201205190333_132,H
201205190333_128,H
201205200910_128,H
201205200910_129,D
201205200910_132,D
201205200910_139,C
201205200910_133,E
201205200910_140,C
201205200910_141,C
201205210326_133,E
201205210326_140,B
201205210326_129,D
201205210326_141,B
201205210326_128,D
201205210326_139,H
201205210326_132,D
201205220622_133,E
201205220622_139,H
201205220622_132,A
201205230347_143,A
201205230347_142,B
201205230347_144,A
201205230347_133,E
201205230347_139,D
201205240621_139,H
201205240621_133,E
201205240621_145,B
201205240621_142,B
201205240621_146,B
201205250353_147,D
201205250353_142,D
201205250353_146,D
201205250353_139,H
201205260326_139,H
201205260326_147,D
201205260326_142,B
201205260326_146,D
201205270442_147,D
201205270442_139,C
201205270442_142,D
201205270442_150,A
201205270442_148,E
201205270442_146,D
201205280548_147,D
201205280548_146,B
201205280548_148,E
201205280548_139,H
201205280548_152,C
201205280548_142,D
201205280548_149,A
201205290620_142,D
201205290620_148,E
201205290620_147,E
201205300554_148,E
201205300554_149,A
201205300554_147,E
201206010740_148,E
201206010740_154,D
201206010740_147,E
201206010740_153,A
201206010740_155,D
201206020355_161,A
201206020355_153,B
201206020355_157,D
201206020355_154,D
201206020355_156,E
201206020355_155,D
201206020355_158,C
201206020355_147,D
201206020355_148,E
201206030354_159,E
201206030354_156,E
201206030354_154,H
201206030354_155,D
201206030354_148,C
201206030354_158,C
201206030354_157,D
201206030354_162,D
201206040257_164,A
201206040257_155,D
201206040257_154,H
201206040257_156,E
201206040257_157,D
201206040257_159,E
201206040257_163,C
201206040257_158,H
201206040257_162,D
201206050320_163,H
201206050320_156,E
201206050320_158,D
201206050320_166,A
201206050320_162,D
201206050320_165,D
201206050320_155,D
201206050320_157,E
201206060457_155,D
201206060457_165,C
201206060457_156,E
201206060457_158,D
201206060457_162,H
201206060457_163,A
201206070440_156,E
201206070440_167,A
201206070440_155,D
201206070440_163,A
201206070440_158,D
201206070440_165,A
201206080350_157,H
201206080350_155,D
201206080350_156,E
201206080350_159,E
201206080350_158,D
201206090726_158,H
201206090726_159,E
201206090726_156,D
201206090726_157,C
201206100430_169,A
201206100430_157,H
201206100430_170,C
201206100430_159,D
201206100430_158,C
201206100430_171,A
201206110332_168,E
201206110332_175,A
201206110332_159,D
201206110332_172,D
201206110332_170,D
201206120424_172,D
201206120424_173,D
201206120424_170,E
201206120424_168,E
201206130346_168,E
201206130346_172,D
201206130346_176,A
201206130346_173,D
201206130346_170,E
201206140341_173,D
201206140341_170,F
201206140341_172,D
201206140341_168,E
201206150353_176,H
201206150353_173,D
201206150353_170,F
201206150353_172,D
201206160451_168,E
201206160451_176,H
201206160451_172,D
201206160451_170,E
201206160451_173,D
201206170257_172,D
201206170257_170,E
201206170257_168,E
201206170257_176,B
201206170257_173,B
201206190317_168,E
201206190317_177,B
201206190317_173,H
201206200323_177,D
201206200323_173,A
201206220336_178,D
201206230307_178,D
201206250350_181,D
201206260308_181,D
201206270405_183,A
201206270405_181,D
201206290522_182,D
201206290522_184,D
201206290522_185,E
201206290522_187,D
201206290522_186,A
201206290522_181,E
201206300325_182,D
201206300325_185,E
201206300325_181,E
201206300325_187,D
201206300325_184,D
201207010330_184,D
201207010330_182,D
201207010330_185,E
201207010330_188,D
201207010330_187,D
201207010330_181,E
201207030304_188,D
201207030304_184,C
201207030304_187,D
201207030304_182,D
201207040321_182,D
201207040321_189,H
201207040321_188,D
201207040321_184,H
201207040321_187,A
201207050352_188,C
201207050352_182,C
201207060456_192,B
201207060456_191,H
201207060456_190,C
201207060456_188,C
201207060456_182,H
201207070348_188,H
201207070348_191,C
201207070348_190,H
201207070348_185,F
201207070348_194,H
201207080313_190,E
201207080313_188,A
201207080313_195,D
201207080313_191,C
201207100851_196,D
201207100851_193,F
201207100851_191,H
201207100851_195,D
201207110351_195,E
201207110351_193,E
201207110351_190,H
201207110351_196,E
201207110351_191,H
201207120804_198,D
201207120804_196,E
201207120804_191,H
201207120804_193,E
201207120804_197,D
201207130307_198,D
201207130307_193,E
201207130307_197,D
201207130307_191,H
201207130307_195,D
201207130307_196,E
201207130307_199,H
201207140301_197,C
201207140301_198,D
201207140301_195,E
201207140301_191,H
201207140301_193,E
201207140301_196,E
201207150349_196,E
201207150349_193,E
201207150349_197,D
201207150349_191,D
201207150349_195,D
201207150349_198,D
201207160305_195,B
201207160305_198,D
201207160305_193,E
201207170315_198,D
201207180347_198,D
201207180347_200,H
201207180347_201,D
201207190413_201,D
201207190413_200,H
201207190413_198,E
201207200339_202,H
201207200339_201,D
201207210354_201,D
201207220357_203,C
201207220357_201,D
201207230347_201,D
201207230347_203,D
201207230347_204,A
201207240319_201,D
201207240319_203,D
201207250330_203,H
201207250330_201,H
201207250330_206,D
201207250330_205,H
201207250330_207,H
201207260334_203,D
201207260334_206,D
201207260334_207,H
201207260334_208,D
201207260334_209,D
201207270403_207,H
201207270403_209,D
201207270403_206,D
201207270403_208,D
201207270403_203,D
201207270403_211,H
201207280353_207,H
201207280353_208,D
201207280353_211,D
201207280353_210,F
201207280353_206,C
201207290555_206,D
201207290555_211,D
201207290555_207,H
201207290555_212,H
201207290555_208,D
201207290555_210,F
201208010334_208,D
201208010334_207,H
201208010334_212,H
201208010334_206,H
201208010334_213,E
201208020359_207,H
201208020359_214,E
201208020359_208,H
201208020359_206,D
201208020359_212,H
201208020359_213,E
201208030319_212,D
201208030319_208,H
201208030319_213,E
201208030319_217,D
201208030319_215,H
201208030319_216,D
201208030319_214,E
201208040404_218,D
201208040404_220,C
201208040404_217,D
201208040404_212,A
201208040404_213,D
201208040404_214,E
201208040404_216,D
201208040404_215,H
201208050551_214,E
201208050551_218,D
201208050551_216,D
201208050551_219,H
201208050551_213,C
201208050551_220,D
201208050551_215,H
201208060544_216,H
201208060544_214,E
201208060544_213,D
201208060544_215,H
201208060544_218,D
201208070431_215,H
201208070431_218,D
201208070431_213,D
201208070431_216,D
201208070431_219,H
201208070431_214,D
201208080353_218,D
201208080353_215,H
201208080353_219,H
201208080353_213,H
201208080353_214,E
201208080353_216,H
201208090348_221,D
201208090348_225,H
201208090348_224,D
201208090348_219,D
201208090348_220,H
201208090348_216,H
201208090348_218,D
201208090348_213,C
201208090348_214,E
201208090348_223,H
201208090348_215,H
201208090348_222,E
201208100628_222,D
201208100628_224,D
201208100628_215,H
201208100628_225,D
201208100628_214,D
201208100628_221,D
201208100628_218,D
201208100628_219,D
201208110449_218,C
201208110449_215,H
201208110449_226,D
201208110449_222,E
201208110449_221,D
201208110449_224,D
201208120358_224,H
201208120358_221,D
201208120358_218,H
201208120358_226,H
201208120358_222,E
201208130758_221,D
201208130758_226,D
201208130758_222,E
201208130758_224,H
201208150402_228,B
201208150402_221,H
201208150402_222,H
201208160810_222,H
201208170513_222,C
201208170513_230,D
201208180415_230,D
201208180415_231,C
201208180415_229,H
201208190554_230,D
201208190554_233,D
201208190554_229,H
201208200400_230,D
201208200400_235,H
201208200400_229,H
201208200400_233,H
201208200400_232,E
201208210625_230,H
201208210625_232,D
201208210625_229,H
201208210625_235,D
201208220606_236,H
201208220606_237,H
201208220606_229,H
201208220606_235,D
201208220606_232,E
201208230324_229,H
201208230324_235,H
201208230324_236,H
201208230324_232,C
201208240418_239,D
201208240418_232,D
201208240418_236,H
201208240418_229,H
201208250432_238,D
201208250432_239,D
201208250432_236,H
201208250432_229,H
201208260425_236,H
201208260425_238,E
201208260425_239,D
201208270427_239,D
201208270427_236,H
201208270427_240,D
201208270427_238,E
201208280443_240,D
201208280443_239,D
201208280443_243,D
201208290449_240,D
201208290449_245,H
201208290449_242,H
201208290449_239,D
201208300526_247,D
201208300526_240,E
201208300526_239,D
201208300526_238,D
201208300526_246,D
201208310350_247,D
201208310350_249,H
201208310350_240,D
201208310350_246,D
201208310350_238,D
201208310350_248,H
201209010417_238,F
201209010417_246,D
201209010417_247,E
201209010417_248,D
201209010417_250,D
201209010417_249,H
201209010417_240,D
201209020626_246,D
201209020626_240,H
201209020626_251,E
201209020626_242,D
201209020626_250,D
201209020626_248,D
201209020626_247,E
201209030350_247,E
201209030350_246,D
201209030350_242,D
201209030350_251,E
201209030350_244,D
201209030350_253,D
201209030350_250,E
201209030350_252,B
201209030350_248,D
201209040603_251,F
201209040603_246,D
201209040603_244,D
201209040603_253,D
201209040603_247,E
201209040603_242,D
201209040603_250,E
201209050406_253,D
201209050406_251,E
201209050406_246,H
201209050406_247,E
201209050406_254,D
201209060406_255,H
201209060406_251,E
201209060406_250,H
201209060406_253,D
201209060406_244,A
201209060406_254,D
201209070403_255,H
201209070403_256,D
201209070403_244,D
201209070403_253,C
201209070403_254,D
201209080517_257,D
201209080517_251,E
201209080517_253,H
201209080517_255,H
201209090506_258,D
201209090506_251,E
201209090506_255,H
201209090506_257,D
201209110557_257,D
201209110557_258,D
201209110557_255,H
201209120409_259,E
201209120409_261,D
201209120409_255,H
201209120409_262,H
201209120409_258,D
201209130435_259,E
201209130435_257,D
201209130435_260,D
201209130435_255,C
201209130435_261,H
201209140926_257,D
201209140926_260,D
201209140926_255,C
201209160441_263,H
201209160441_260,D
201209170437_260,D
201209170437_265,H
201209170437_266,D
201209170437_259,E
201209180431_266,D
201209180431_260,D
201209180431_259,D
201209190435_259,H
201209190435_260,D
201209190435_266,C
201209190435_265,H
201209200408_259,H
201209200408_260,H
201209200408_267,E
201209210426_267,E
201209210426_260,D
201209210426_268,D
201209210426_265,C
201209210426_269,H
201209220757_268,D
201209220757_267,E
201209220757_271,H
201209220757_270,H
201209231158_273,H
201209231158_270,B
201209231158_268,D
201209231158_271,D
201209240429_265,H
201209240429_268,D
201209240429_270,D
201209240429_273,D
201209240429_271,D
201209250426_268,E
201209250426_267,E
201209250426_273,A
201209250426_270,E
201209250426_271,D
201209250426_265,D
201209260425_277,A
201209260425_265,D
201209260425_275,H
201209260425_278,A
201209260425_270,D
201209260425_272,H
201209260425_273,A
201209260425_268,D
201209260425_279,H
201209260425_274,D
201209260425_271,E
201209270435_275,A
201209270435_271,C
201209270435_267,E
201209270435_283,H
201209270435_270,H
201209270435_268,C
201209270435_274,C
201209270435_276,D
201209270435_281,C
201209270435_282,D
201209270435_273,H
201209280447_274,C
201209280447_268,H
201209280447_267,H
201209280447_271,D
201209280447_276,C
201209280447_280,H
201209280447_284,D
201209290455_271,D
201209290455_280,H
201209290455_268,H
201209290455_274,D
201209300448_271,E
201209300448_274,H
201209300448_280,H
201209300448_272,H
201210010454_285,D
201210010454_280,H
201210010454_272,C
201210010454_274,D
201210020446_288,A
201210020446_286,H
201210020446_274,H
201210020446_280,D
201210020446_285,D
201210020446_287,A
201210030444_285,D
201210030444_290,A
201210030444_280,D
201210030444_274,C
201210040717_289,D
201210040717_280,H
201210040717_274,D
201210040717_285,H
201210050717_285,D
201210050717_291,H
201210050717_280,H
201210050717_289,D
201210060536_280,H
201210060536_289,D
201210070500_292,A
201210070500_289,D
201210070500_291,H
201210080522_291,D
201210080522_289,D
201210090743_293,H
201210090743_289,D
201210090743_295,H
201210090743_291,H
201210100742_293,C
201210100742_289,D
201210110503_293,H
201210110503_296,E
201210110503_289,D
201210120756_296,E
201210120756_297,H
201210120756_293,H
201210130608_299,B
201210130608_296,E
201210130608_293,H
201210130608_297,H
201210140511_298,D
201210140511_299,D
201210140511_296,E
201210140511_293,D
201210140511_297,C
201210150503_297,C
201210150503_296,D
201210150503_298,D
201210150503_299,D
201210150503_293,H
201210160512_298,D
201210160512_293,H
201210160512_297,H
201210160512_296,E
201210160512_299,H
201210160512_302,B
201210170516_302,D
201210170516_301,H
201210170516_300,D
201210170516_297,H
201210170516_298,D
201210170516_293,H
201210170516_296,D
201210180500_297,A
201210180500_296,D
201210180500_303,D
201210180500_300,D
201210180500_301,H
201210180500_298,H
201210190555_297,H
201210190555_303,D
201210190555_300,D
201210190555_298,C
201210190555_296,D
201210190555_301,D
201210200702_304,E
201210200702_301,D
201210200702_298,H
201210200702_303,D
201210200702_300,B
201210210528_304,E
201210210528_298,H
201210210528_301,D
201210210528_300,B
201210220519_301,D
201210220519_300,B
201210220519_308,D
201210220519_307,C
201210220519_298,E
201210220519_304,E
201210220519_306,H
201210230529_301,H
201210230529_304,E
201210230529_300,C
201210230529_305,E
201210240530_305,E
201210240530_307,H
201210240530_304,E
201210240530_301,C
201210250638_310,D
201210250638_301,H
201210250638_305,D
201210250638_309,H
201210250638_304,E
201210260541_304,E
201210260541_305,E
201210260541_309,H
201210260541_311,H
201210260541_310,D
201210270540_310,D
201210270540_309,H
201210270540_305,D
201210270540_304,E
201210280526_310,A
201210280526_305,D
201210280526_309,H
201210280526_304,D
201210290744_305,D
201210290744_310,D
201210290744_309,H
201210300546_313,A
201210300546_305,C
201210300546_310,H
201210300546_309,H
201210310544_309,D
201210310544_314,H
201210310544_305,C
201210310544_312,H
201211020535_309,H
201211020535_315,B
201211020535_312,C
201211030613_315,H
201211030613_312,H
201211030613_316,D
201211040620_312,H
201211040620_315,D
201211040620_316,A
201211040620_317,C
201211050602_315,D
201211050602_317,C
201211050602_312,C
201211050602_318,D
201211060715_315,H
201211060715_318,D
201211060715_317,A
201211070538_315,H
201211070538_317,A
201211070538_319,H
201211100607_321,H
201211100607_322,E
201211100607_320,D
201211100607_323,H
201211100607_319,H
201211111011_325,C
201211111011_323,H
201211111011_322,E
201211111011_320,D
201211111011_321,C
201211120904_324,D
201211120904_320,E
201211120904_322,E
201211120904_326,D
201211120904_323,H
201211130552_324,D
201211130552_323,H
201211130552_326,D
201211130552_328,B
201211130552_322,D
201211130552_320,E
201211130552_327,D
201211130552_329,A
201211140555_323,H
201211140555_329,A
201211140555_327,D
201211140555_320,E
201211140555_322,D
201211140555_324,D
201211140555_326,D
201211140555_321,H
201211150549_320,E
201211150549_327,F
201211150549_326,D
201211150549_331,D
201211150549_322,D
201211150549_324,D
201211150549_330,D
201211150549_323,H
201211160621_331,C
201211160621_323,H
201211160621_326,D
201211160621_332,H
201211160621_327,D
201211160621_320,E
201211160621_322,H
201211160621_330,E
201211160621_324,C
201211170602_323,D
201211170602_326,C
201211170602_322,H
201211170602_327,E
201211170602_330,D
201211170602_324,D
201211170602_332,D
201211180603_322,H
201211180603_327,D
201211180603_333,E
201211180603_326,A
201211180603_323,C
201211180603_330,D
201211180603_332,D
201211180603_334,D
201211180603_324,C
201211190714_332,D
201211190714_333,F
201211190714_330,A
201211190714_327,D
201211190714_324,H
201211200601_324,H
201211200601_332,D
201211200601_330,B
201211200601_327,H
201211210548_336,H
201211210548_332,D
201211210548_330,A
201211210548_335,H
201211220618_336,H
201211220618_335,C
201211220618_330,D
201211220618_332,D
201211230606_335,H
201211230606_336,H
201211230606_330,D
201211230606_332,H
201211240627_336,H
201211240627_335,D
201211250613_333,E
201211250613_339,D
201211250613_336,H
201211250613_338,D
201211250613_335,D
201211260653_335,D
201211260653_339,D
201211260653_338,D
201211260653_333,E
201211260653_336,H
201211270553_337,H
201211270553_335,E
201211280610_342,H
201211280610_337,D
201211280610_341,D
201211280610_335,E
201211290720_340,D
201211290720_344,H
201211290720_339,H
201211290720_341,H
201211290720_337,H
201211290720_343,D
201211300627_343,D
201211300627_339,H
201211300627_340,D
201211300627_337,H
201212010607_340,D
201212010607_343,D
201212010607_337,D
201212020634_343,D
201212020634_340,D
201212020634_337,D
201212030850_337,D
201212030850_343,D
201212030850_340,H
201212040724_343,D
201212040724_344,H
201212040724_340,E
201212040724_337,D
201212050722_345,H
201212050722_344,A
201212050722_340,D
201212050722_343,D
201212060808_340,D
201212060808_343,D
201212070551_340,D
201212070551_347,D
201212070551_343,H
201212080819_348,D
201212080819_347,D
201212080819_350,H
201212080819_349,H
201212090734_350,D
201212090734_347,D
201212100633_350,D
201212100633_347,D
201212110558_347,E
201212110558_351,H
201212110558_350,D
201212120630_353,H
201212120630_350,D
201212120630_355,H
201212120630_354,D
201212120630_347,D
201212130848_350,D
201212130848_354,D
201212130848_351,H
201212130848_353,D
201212130848_347,D
201212150707_356,A
201212150707_347,D
201212150707_354,D
201212150707_353,B
201212160742_354,E
201212170628_358,H
201212170628_357,E
201212181008_358,H
201212181008_357,E
201212190617_358,H
201212190617_357,E
201212200644_358,C
201212200644_359,E
201212200644_357,E
201212220828_-2,A
201212220828_359,D
201212250645_359,D
201212260642_359,D
201212260642_361,H
201212260642_360,C
201212270625_362,H
201212270625_359,D
201212270625_361,H
201212270625_360,H
201212280602_361,H
201212280602_365,A
201212280602_360,A
201212280602_359,D
201212311025_364,D
201212311025_367,D
201212311025_368,D
201212311025_366,H
201212311025_363,H
201301010617_364,D
201301010617_363,H
201301010617_369,D
201301010617_368,E
201301010617_367,D
201301020634_370,H
201301020634_364,D
201301020634_1,D
201301020634_368,E
201301020634_369,D
201301020634_363,A
201301030634_363,A
201301030634_5,D
201301030634_368,E
201301030634_369,H
201301030634_370,H
201301030634_2,C
201301030634_364,D
201301030634_4,D
201301040749_364,H
201301040749_5,D
201301040749_3,H
201301040749_370,H
201301040749_4,D
201301040749_368,F
201301040749_369,C
201301040749_2,C
201301050926_370,H
201301050926_368,F
201301050926_3,H
201301050926_2,D
201301050926_369,C
201301050926_6,H
201301050926_364,H
201301050926_7,D
201301050926_5,D
201301061031_3,H
201301061031_2,H
201301061031_364,H
201301061031_6,H
201301061031_7,D
201301061031_8,H
201301061031_370,H
201301061031_369,H
201301061031_5,A
201301080848_3,H
201301080848_9,E
201301080848_370,H
201301080848_8,H
201301080848_11,D
201301080848_2,H
201301080848_12,H
201301080848_10,F
201301090855_10,E
201301090855_2,H
201301090855_7,H
201301090855_370,H
201301090855_14,D
201301090855_9,E
201301090855_8,H
201301090855_3,D
201301090855_11,D
201301100630_10,E
201301100630_14,D
201301100630_13,F
201301100630_9,E
201301100630_11,H
201301100630_2,H
201301100630_370,H
201301100630_8,H
201301100630_15,B
201301110601_15,B
201301110601_11,H
201301110601_13,F
201301110601_17,D
201301110601_9,E
201301110601_370,H
201301110601_2,H
201301110601_14,C
201301110601_8,C
201301120626_9,C
201301120626_8,C
201301120626_11,D
201301120626_16,D
201301120626_14,D
201301130706_16,D
201301130706_10,D
201301140633_8,H
201301140633_10,H
201301140633_11,D
201301140633_18,D
201301140633_15,D
201301140633_16,H
201301140633_9,H
201301140633_20,D
201301150653_18,D
201301150653_9,D
201301150653_16,C
201301150653_10,D
201301160722_18,D
201301160722_16,H
201301180631_18,H
201301201044_18,H
201301201044_21,D
201301210629_22,H
201301210629_18,H
201301210629_21,D
201301220622_21,E
201301220622_23,H
201301220622_18,D
201301230927_25,H
201301230927_24,H
201301230927_21,E
201301240641_24,D
201301240641_21,E
201301250630_26,H
201301250630_27,H
201301250630_28,H
201301250630_24,D
201301260624_30,C
201301260624_29,H
201301260624_26,H
201301260624_24,D
201301270623_29,D
201301270623_26,H
201301270623_28,H
201301270623_30,D
201301270623_32,D
201301270623_24,D
201301280614_24,A
201301280614_30,D
201301280614_26,H
201301280614_29,H
201301280614_32,D
201301280614_33,D
201301300627_30,D
201301300627_34,H
201301300627_26,H
201301300627_35,H
201301310957_30,C
201301310957_26,C
201301310957_34,H
201301310957_36,H
201302010625_36,D
201302010625_26,H
201302010625_30,D
201302010625_34,H
201302020645_36,D
201302020645_38,D
201302020645_30,H
201302020645_26,H
201302030711_36,D
201302030711_35,D
201302030711_37,D
201302030711_38,C
201302030711_30,H
201302040656_36,D
201302040656_37,D
201302050550_37,D
201302050550_36,H
201302060549_37,D
201302060549_39,H
201302060549_36,H
201302070605_36,H
201302070605_37,D
201302070605_39,D
201302070605_40,D
201302080614_39,H
201302080614_40,D
201302080614_37,D
201302090711_37,D
201302090711_40,D
201302100640_37,C
201302100640_40,D
201302110718_43,D
201302110718_37,H
201302110718_40,D
201302120919_40,D
201302120919_44,D
201302120919_43,D
201302120919_42,H
201302140623_43,H
201302140623_42,H
201302150806_46,A
201302150806_42,H
201302150806_45,B
201302160842_42,H
201302160842_48,D
201302170559_48,D
201302170559_50,D
201302170559_42,D
201302170559_47,D
201302180616_42,H
201302180616_48,D
201302180616_53,D
201302180616_55,A
201302180616_50,D
201302180616_47,D
201302180616_54,A
201302190731_48,D
201302190731_51,H
201302190731_42,D
201302190731_47,D
201302190731_49,H
201302190731_56,H
201302190731_50,D
201302190731_52,H
201302200600_51,H
201302200600_47,D
201302200600_52,H
201302200600_48,H
201302200600_49,D
201302200600_50,E
201302200600_42,D
201302210542_50,E
201302210542_49,D
201302210542_48,H
201302210542_47,D
201302221005_48,H
201302221005_49,D
201302221005_47,D
201302240810_49,D
201302260708_57,D
201302260708_59,D
201302260708_58,D
201302270618_58,D
201302270618_59,D
201302270618_57,D
201302280600_58,D
201302280600_57,H
201302280600_59,D
